nodo,tipo,dimension,grado_centralidad,intermediacion
Q2408955,central,Central,0.022304832713754646,0.0
Q419,intermediate,Geográfica,0.9070631970260222,0.003266659268712201
Q18,target,N/A,0.0037174721189591076,0.0
Q5390,target,N/A,0.007434944237918215,0.0
Q7809,target,N/A,0.0037174721189591076,0.0
Q123759,target,N/A,0.0037174721189591076,0.0
Q170424,target,N/A,0.0037174721189591076,0.0
Q170481,target,N/A,0.0037174721189591076,0.0
Q186444,target,N/A,0.0037174721189591076,0.0
Q191384,target,N/A,0.0037174721189591076,0.0
Q233611,target,N/A,0.0037174721189591076,0.0
Q376150,target,N/A,0.0037174721189591076,0.0
Q384535,target,N/A,0.0037174721189591076,0.0
Q471690,target,N/A,0.0037174721189591076,0.0
Q605326,target,N/A,0.0037174721189591076,0.0
Q656801,target,N/A,0.0037174721189591076,0.0
Q827525,target,N/A,0.0037174721189591076,0.0
Q842490,target,N/A,0.0037174721189591076,0.0
Q899770,target,N/A,0.0037174721189591076,0.0
Q1043527,target,N/A,0.0037174721189591076,0.0
Q3369762,target,N/A,0.0037174721189591076,0.0
Q5611262,target,N/A,0.0037174721189591076,0.0
Q298,target,N/A,0.0037174721189591076,0.0
Q739,target,N/A,0.0037174721189591076,0.0
Q750,target,N/A,0.0037174721189591076,0.0
Q155,target,N/A,0.0037174721189591076,0.0
Q159583,target,N/A,0.0037174721189591076,0.0
Q200935,target,N/A,0.0037174721189591076,0.0
Q653884,target,N/A,0.0037174721189591076,0.0
Q68478,target,N/A,0.0037174721189591076,0.0
Q5447343,target,N/A,0.0037174721189591076,0.0
Q7130836,target,N/A,0.0037174721189591076,0.0
Q7336337,target,N/A,0.0037174721189591076,0.0
Q932146,target,N/A,0.0037174721189591076,0.0
Q5708511,target,N/A,0.0037174721189591076,0.0
Q302556,target,N/A,0.0037174721189591076,0.0
Q602358,target,N/A,0.0037174721189591076,0.0
Q867541,target,N/A,0.0037174721189591076,0.0
Q1374339,target,N/A,0.0037174721189591076,0.0
Q3181656,target,N/A,0.0037174721189591076,0.0
Q4114391,target,N/A,0.0037174721189591076,0.0
Q4532138,target,N/A,0.0037174721189591076,0.0
Q19180675,target,N/A,0.0037174721189591076,0.0
Q1500631,target,N/A,0.0037174721189591076,0.0
Q1760930,target,N/A,0.0037174721189591076,0.0
Q6083745,target,N/A,0.0037174721189591076,0.0
Q8067934,target,N/A,0.0037174721189591076,0.0
Q7482563,target,N/A,0.0037174721189591076,0.0
Q3174312,target,N/A,0.0037174721189591076,0.0
Q5803287,target,N/A,0.0037174721189591076,0.0
Q14565199,target,N/A,0.0037174721189591076,0.0
Q7521945,target,N/A,0.0037174721189591076,0.0
Q8328735,target,N/A,0.0037174721189591076,0.0
Q7031247,target,N/A,0.0037174721189591076,0.0
Q217884,target,N/A,0.0037174721189591076,0.0
Q316648,target,Patrimonio,0.0037174721189591076,0.0
Q2739669,target,N/A,0.0037174721189591076,0.0
Q2342212,target,N/A,0.0037174721189591076,0.0
Q533806,target,N/A,0.0037174721189591076,0.0
Q4546664,target,N/A,0.0037174721189591076,0.0
Q4547309,target,N/A,0.0037174721189591076,0.0
Q4547615,target,N/A,0.0037174721189591076,0.0
Q1378312,target,N/A,0.0037174721189591076,0.0
Q24288454,target,N/A,0.0037174721189591076,0.0
Q24288456,target,N/A,0.0037174721189591076,0.0
Q3437230,target,N/A,0.007434944237918215,0.0
Q3446617,target,N/A,0.007434944237918215,0.0
Q3572572,target,N/A,0.007434944237918215,0.0
